created_at,GRMS_X,GRMS_Y,GRMS_Z,VRMS_X,VRMS_Y,VRMS_Z,temperature
2022-11-07 08:26:41,0.006374859716743231,0.005953898187726736,0.00795083586126566,0.15114513039588928,0.11015539616346359,0.12508422136306763,27.559999465942383
2022-11-09 11:04:48,0.0064269485883414745,0.005864220671355724,0.007927514612674713,0.1157195046544075,0.0745893120765686,0.1499570608139038,27.350000381469727
2022-11-09 12:14:47,0.006402692757546902,0.005862618330866098,0.007942736148834229,0.13226772844791412,0.10418368130922318,0.15880171954631805,27.06999969482422
2022-11-09 13:24:57,0.006388937588781118,0.005873959045857191,0.00803056638687849,0.09160488098859787,0.09404239058494568,0.17473171651363373,27.110000610351562
2022-11-09 14:34:26,0.006410835310816765,0.005826890468597412,0.007911738008260727,0.11334533244371414,0.08080693334341049,0.15635302662849426,26.559999465942383
2022-11-09 15:43:56,0.006403654348105192,0.005860071629285812,0.007831932976841927,0.10916676372289658,0.08570803701877594,0.12076402455568314,26.770000457763672
2022-11-09 16:53:26,0.006402731407433748,0.005847664084285498,0.007898864336311817,0.11585133522748947,0.07709290087223053,0.14569638669490814,27.809999465942383
2022-11-09 18:02:56,0.0064293690957129,0.005832633934915066,0.007930498570203781,0.08879874646663666,0.07089147716760635,0.1261865198612213,28.1299991607666
2022-11-09 19:12:26,0.006380654871463776,0.005908283405005932,0.007931995205581188,0.13822029531002045,0.09871329367160797,0.12355343252420425,28.350000381469727
2022-11-09 20:23:56,0.006408820394426584,0.005976010113954544,0.007873401045799255,0.1079551950097084,0.07258307188749313,0.12692441046237946,28.540000915527344
2022-11-09 21:33:26,0.006420152727514505,0.005928479600697756,0.007951337844133377,0.08282331377267838,0.0778714269399643,0.1687261462211609,28.6299991607666
2022-11-09 22:42:42,0.006412787362933159,0.005873040296137333,0.00797295942902565,0.10751080513000488,0.10993098467588425,0.12868916988372803,28.739999771118164
2022-11-09 23:52:12,0.006446934770792723,0.005849065724760294,0.007946140132844448,0.09321868419647217,0.15612417459487915,0.12846654653549194,28.850000381469727
